Las penas del Joven  Werther,"epistolar",Johann Wolfgang,5.45,"El joven Werther, aficionado a la poesia de Homero, conoce a la hermosa Lotte en una celebracion, sabiendo que esta comprometida y que debe evitar enamorarse. Ella le mira con buenos ojos y cultiva su amistad pero Werther se enamora esperanzado, a pesar de las recomendaciones de su fiel amigo Wilhelm."
Mody Dick,"epica,suspenso,ficcion",Herman Melville,8.34,"Narra la travesia del barco ballenero Pequod, comandado por el capitan Ahab, junto a Ismael y el arponero Queequog en la obsesiva y autodestructiva persecucion de un gran cachalote blanco."
Alicia en el Pais de las Maravillas,"fantasia",Lewis Carroll,6.48,"La historia cuenta como una nina llamada Alicia cae por un agujero, encontrandose en un mundo peculiar y extrano, poblado por humanos y criaturas antropomorficas. El libro juega con la logica, dando a la novela gran popularidad tanto en ninos como en adultos."
Edipo Rey,"tragedia",Sofocles,6.1,"La obra nos presenta a Edipo en su momento de mayor esplendor, como rey de Tebas y esposo de Yocasta. Para salvar a la ciudad de la peste que la asola, comienza a investigar la muerte del rey anterior: Layo. Poco a poco se descubre la verdad: Edipo es el asesino que busca. Layo era su padre."
La metamorfosis,"fantastico,absurdo",Franz Kafka,8.1,"La metamorfosis es un relato dividido en tres partes, donde se narra la transformacion de Gregorio Samsa, un viajante de comercio de telas, en un monstruoso insecto, y el impacto que tendra este acontecimiento no solo en su vida, sino en la de su familia."
Los Miserables,"realista",Victor Hugo,9.6,"Jean Valjean ha cumplido una condena de casi veinte anos por robar comida para su familia. Fuera de la carcel, la sociedad le margina y no le queda mas remedio que seguir robando. Un inesperado encuentro con el obispo Myriel le hara cambiar de actitud y redimirse."
El Principito,"infantil, especulativa",Antoine de Saint Exupery,9.8,"El principito es una narracion corta del escritor frances Antoine de Saint Exupery, que trata de la historia de un pequeno principe que parte de su asteroide a una travesia por el universo, en la cual descubre la extrana forma en que los adultos ven la vida y comprende el valor del amor y la amistad."
Dracula,"terror,epistolar,ficcion",Bram Stoker,6.7,"Cuando Jonathan Harker viajo a Transilvania por asuntos de negocios, nunca imagino el peligro que corria. Su cliente, el magnetico conde Dracula, lo mantiene prisionero y Harker adivina sus oscuros propositos: viajar a Londres para sembrar el terror y cosechar victimas con las que saciar su apetito de sangre."
Mujercitas,"infantil,comedia,aprendizaje,ficcion",Louisa May Alcott,9.7,"La novela cuenta la historia de las hermanas March, cuatro jovencitas que vivian en un pueblo de Nueva Inglaterra mientras la guerra civil hacia estragos en toda America. Han pasado casi ciento cincuenta anos desde aquel lejano 1868, pero la complicidad de Meg, Beth, Amy y Jo con las demas mujeres no ha muerto."
El senor de las Moscas,"fantasia",William Goldin,4.6,"Un avion que transporta a unos estudiantes britanicos es derribado en periodo de guerra a causa de una fuerte tormenta, estrellandose contra una isla desierta en donde los unicos supervivientes son los ninos pasajeros, quienes se ven obligados a sobrevivir sin ningun adulto pues el unico adulto era el piloto del avion y murio en el accidente. La ausencia de normas y limites hacen que la logica y la serenidad de los jovenes vayan desapareciendo al dejar paso a la faceta mas salvaje del ser humano, provocando que la utopia insular de Ralph, Piggy, Jack y los demas no tarde en transformarse en un caos gobernado por la locura, la lucha de poder y la muerte."
Viaje al Centro de la Tierra,"mineria,fantasia",Julio Verne,6.78,"El obstinado profesor Lidenbrock descifra un criptograma del alquimista Arne Saknussemm y llega a la conclusion de que es posible viajar al centro de la Tierra. Por el crater de un volcan apagado desciende junto a su esceptico sobrino Axel, y Hans Bjelke, un imperturbable guia."
La vida de Pi,"fantasia",Yann Martel,8.15,"Pi vive en la India con su padre, propietario del zoo de la ciudad, pero deciden emigrar a Canada y procurarse una vida mejor con la venta de los animales. Una tormenta hace naufragar su barco, y Pi debera sobrevivir cuando los animales ocupen su puesto en la cadena de alimentacion."
El diario de Ana Frank,"historica",Autor Desconocido,6.45,"El diario de Ana Frank es un diario escrito por la nina Ana Frank entre el 12 de junio de 1942 y el 4 de agosto de 1944. Oculta con su familia y otros judios en una buhardilla de unos almacenes de Amsterdam durante la ocupacion nazi de Holanda, Ana Frank con trece anos cuenta en su diario la vida del grupo."
El Gran Gatsby,"historica,realista",Scott Fitzgerald,6.19,"Jay Gatsby, un hombre atractivo y misterioso, ha vuelto de los campos de batalla en Europa e intenta reconquistar a Daisy, al principio con amagos de opulencia. La joven esta casada con Tom Buchanan, fiel creyente en los valores del establishment, incluida la supremacia de la raza blanca y la respetabilidad familiar, lo que no le impide tener amorios clandestinos. Nick Carraway, el celebre narrador, intentara mostrar los hechos sin juzgar a los actores."
La ladrona de Libros,"ficcion",Markus Zusac,8.31,"La ladrona de libros, novela narrada desde el punto de vista de la Muerte, nos presenta a Liesel Meminger, una nina de nueve anos que se va a vivir con una familia adoptiva, compuesta por dos miembros, Hans y Rosa Hubermann, en un pueblo cercano a Munich, en la Alemania anterior a la Segunda Guerra Mundial. El partido de Hitler esta en auge y sus seguidores son mas numerosos cada dia. A lo largo de toda la historia, se muestra el interes de Liesel por la literatura, al tiempo que se narra como debera tomar partido y demostrar todo su valor en tiempos convulsos."
Farenheit 451,"ciencia ficcion",Ray Bradbury,6.43,"Fahrenheit 451 cuenta la historia de un sombrio y horroroso futuro. Montag, el protagonista, pertenece a una extrana brigada de bomberos cuya mision, paradojicamente, no es la de sofocar incendios, sino la de provocarlos para quemar libros."
Un mundo feliz,"ciencia ficcion",Aldous Huxley,6.4,"Un mundo feliz es un clasico de la literatura del siglo XX, una sombria metafora sobre el futuro. La novela describe un mundo en el que finalmente se han cumplido los peores vaticinios: triunfan los dioses del consumo y la comodidad, y el orbe se organiza en diez zonas en apariencia seguras y estables."
El guardian entre el centeno,"romance",JD Salinger,7.59,"Holden Caulfield es el primer adolescente real de la literatura. El protagonista de El guardian entre el centeno es un chaval normal que vive en la Nueva york de postguerra, lleno de dudas y miedos, enfrentado a un fracaso escolar que le frustra, con unos deseos alejados de la realidad, mediocre y, por tanto, extremadamente especial en su normalidad"
Como agua para Chocolate,"romance",Laura Esquivel,4.56,"Tita, por ser la mas joven de sus hermanas, debe cargar con la tradicion familiar de cuidar a su madre hasta la muerte, no pudiendo casarse con Pedro, el amor de su vida."
Asesinato en el Orient Express,"realista,policiaco",Agatha Christie,6.89,"En un lugar aislado de la antigua Yugoslavia, en plena madrugada, una fuerte tormenta de nieve obstaculiza la linea ferrea por donde circula el Orient Express. Procedente de la exotica Estambul, en el viaja el detective Hercules Poirot, que repentinamente se topa con uno de los casos mas desconcertantes de su carrera: en el compartimiento vecino ha sido asesinado Samuel E. Ratchett mientras dormia, pese a que ningun indicio trasluce un movil concreto."
El extrano caso del Dr Jekull y Mr Hyde,"psicologico",Robert Louis Stevenson,8.94,"El dr. Jekyll desarrolla una droga para separar su lado bueno del malo. Es este ultimo lado quien, noche tras noche, toma el control de su personalidad y lo convertira en el monstruoso senor Hyde. El abogado Utterson intenta descifrar el misterio."
El resplandor,"terror psicologico,novela negra",Stephen King,7.83,"El libro trata de un joven con muchos problemas, tanto economicos como personales, y, debido a esto, Jack Torrance (el protagonista) se ve obligado a aceptar un empleo como cuidador de un hotel durante el invierno junto a su familia."
El profesor,"terror psicologico,novela negra",John Katzenbach,8.84,"Adrian Thomas es un profesor universitario jubilado al que acaban de diagnosticar una demencia degenerativa que pronto lo llevara a la muerte. Ha dedicado su vida al estudio de los procesos mentales y a transmitir a sus alumnos todos sus conocimientos. Ahora, viudo y enfermo, cree que lo mejor que puede hacer es suicidarse. Pero al salir de la consulta del medico se convierte en el involuntario testigo del secuestro de Jennifer Riggins, una joven problematica de dieciseis anos con un historial de fugas, que desaparece sin dejar rastro luego de subir a una camioneta conducida por una mujer rubia."
